Province name,District municipality name,District/Local municipality name,Total Population,Black African,Coloured,Indian/Asian,White,Informal Dwelling,Piped (tap) water on community stand,No access to piped (tap) water,Pit toilet,Bucket toilet,Communal refuse dump,Communal container/central collection point,Own refuse dump,Dump or leave rubbish anywhere (no rubbish disposal),Gas for lighting,Paraffin for lighting,Candles for lighting,Paraffin for cooking,Wood for cooking,Coal for cooking,Animal dung for cooking
Western Cape,Central Karoo,Prince Albert,17835.56935,309.1917839,15965.79117,8.839455863,1250.505017,75.62417955,18.13131586,9.679851332,21.90782119,94.98388221,45.8688615,53.23918233,284.5630874,15.01467639,3.116639468,1.723286199,40.60765799,0.0,113.5364759,0.0,0.0
Western Cape,Central Karoo,Beaufort West,72971.80592,11446.68355,56454.57298,274.4497253,3612.302158,70.36176153,63.04340532,45.85113814,108.0493153,116.885218,61.45205884,109.7398182,1156.264601,55.22265602,52.6380982,1.558319734,265.3303428,26.65640194,470.6148329,8.286498063,0.0
Eastern Cape,Sarah Baartman,Sarah Baartman,533252.5232,259926.269,177975.9071,2631.158973,82544.85805,12426.37705,10093.64435,5316.65182,8847.162067,5174.698323,1290.228368,6798.751626,10101.52181,2364.704297,316.1564448,3317.827364,2575.471774,3394.992703,1965.975303,56.74100605,4.397280947
Eastern Cape,Sarah Baartman,Dr Beyers Naude,101001.1594,19309.99789,69689.40106,586.2370026,9633.163042,562.7996507,295.4783136,137.8416779,222.2044226,202.7160828,41.60212882,844.8281071,966.7605231,216.1574867,19.0548841,85.97812279,309.9532296,141.5717908,399.6593061,7.328801578,0.0
Eastern Cape,Sarah Baartman,Blue Crane Route,49882.67768,25889.14552,17217.10602,342.4494549,5541.625847,394.1369107,350.6655271,1673.471598,798.7017353,346.8288713,227.5916867,297.2117273,2947.286133,224.1218145,35.43318378,289.3862178,667.4293495,358.2605215,649.0489478,16.94114154,0.0
Eastern Cape,Sarah Baartman,Makana,97814.92356,72212.52032,12223.31144,843.7153722,11095.33363,2574.186027,2418.774326,582.8945384,1855.235042,460.3662162,258.9833275,1711.786087,873.6289511,612.7947654,88.91173968,871.4356283,236.465358,732.5274605,119.9947269,10.37249021,1.465760316
Eastern Cape,Sarah Baartman,Ndlambe,87797.24146,59739.79225,6624.465349,327.8730039,20114.94687,2593.061634,2248.599275,870.1415363,2929.510396,702.4420158,345.943303,780.5540395,1367.556428,376.2674111,99.80948299,1057.625618,700.5380912,902.7071583,312.0716549,14.76977115,0.0
Eastern Cape,Sarah Baartman,Sundays River Valley,53255.582,38548.9093,10736.31453,121.0664812,2258.206439,1772.06388,1731.49,1271.740928,1876.047094,608.2526492,133.5953893,466.1740344,2660.403543,330.4997775,30.34754567,512.1032211,287.0374413,683.0159707,216.4566101,2.931520631,1.465760316
Eastern Cape,Sarah Baartman,Kouga,107014.3241,34892.15254,37649.38141,294.1505634,31968.55875,4069.751121,2765.119284,605.6873924,902.6969739,2568.26379,198.1615251,2521.725327,332.2821456,560.7780646,26.4762451,464.0997355,265.0074202,525.2384966,154.8964375,2.931520631,1.465760316
Eastern Cape,Cacadu,Kou-Kamma,36486.6151,9333.751192,23835.92728,115.6670947,1933.023477,460.3778315,283.5176235,174.8741495,262.7664039,285.8286976,84.35100786,176.4723033,953.6040818,44.08497746,16.12336347,37.19882061,109.040884,51.67130492,113.8476198,1.465760316,0.0
Eastern Cape,Amathole,Amathole,871601.0682,831568.0558,19454.55187,1938.532772,14651.66889,4892.47318,50895.50512,69508.26296,120281.4472,2139.297488,3012.815491,4261.011499,122396.044,19733.04441,497.3145818,6114.350701,5084.26503,7582.162677,11055.12762,145.8873799,114.0907444
Eastern Cape,Amathole,Mbhashe,240020.3594,238095.9047,414.4615283,413.6341484,523.8482908,268.0309844,10447.53924,25641.19372,30425.60656,1233.955406,563.7048638,678.3565072,29587.31627,6847.151411,136.0823165,1884.245694,2359.503107,2651.475244,4259.10285,48.88990104,40.90088249
Eastern Cape,Amathole,Mnquma,232993.1679,230565.5534,637.807289,497.6241962,380.0643319,781.5970548,14074.28625,25425.73346,36015.387,209.7641439,1103.829764,430.8408486,33370.59294,6112.211806,134.3174429,1728.734186,986.7047697,2427.742091,2789.823212,12.75842188,51.03368752
Eastern Cape,Amathole,Great Kei,35990.15603,29594.13535,659.6827325,79.74654374,5507.845074,1098.56088,2964.696587,3038.896896,4493.877312,54.21276431,119.6519716,232.5001667,5244.486671,932.0926661,76.50507282,603.8847164,410.4666738,523.3926615,414.218596,8.488658112,0.0
Eastern Cape,Amathole,Amahlathi,115703.319,109333.4741,2093.926427,252.1110155,3452.029932,986.0425863,7116.345751,3060.005904,16236.80996,149.5461562,409.8480711,1323.226926,16066.51159,1471.396428,63.81778958,943.9781136,630.7223169,1084.897463,1156.851172,19.76351048,5.669305478
Eastern Cape,Amathole,Ngqushwa,68299.87859,67094.50888,211.2905467,103.4837529,553.6788521,419.7345086,5879.661652,6442.630768,15259.00595,56.28802071,338.1299852,432.5010319,16527.01634,1271.058397,24.85419828,359.3208831,200.5492729,365.2385599,850.1513198,14.81818056,4.639426138
Eastern Cape,Amathole,Raymond Mhlaba,178594.1873,156884.4793,15437.38334,591.9331156,4234.202415,1338.507166,10412.97565,5899.802221,17850.76041,435.5309965,477.6508347,1163.586018,21600.12021,3099.133698,61.73776169,594.1871073,496.31889,529.4166577,1584.980472,41.16870786,11.84744277
Eastern Cape,Chris Hani,Chris Hani,828387.3392,758042.4013,43164.92827,2820.190658,19416.61159,2588.924097,43974.30312,28460.08005,68892.59467,2026.162457,2836.316658,4076.112223,91223.03119,27155.06667,294.3959133,3179.698737,4454.060482,5589.444302,5152.672319,75.7222587,216.4759496
Eastern Cape,Chris Hani,Inxuba Yethemba,77577.71296,41611.50232,27925.51975,363.5757458,6718.751115,164.9691716,625.3141229,142.4880697,231.2233205,117.8140889,261.8049768,1647.825644,859.3345289,572.538243,14.65760316,47.22122551,313.2002659,158.4872329,192.8031926,10.4846582,0.0
Eastern Cape,Chris Hani,Intsika Yethu,128101.0466,126734.2733,255.179275,224.0740701,164.2122634,97.51282614,9807.189817,10799.16271,15521.03211,214.8793627,636.6024723,123.6414775,16708.9289,3831.080874,61.77830011,493.6706908,625.1244549,792.1699373,1172.186361,15.07813495,71.91110514
Eastern Cape,Chris Hani,Emalahleni,128873.1401,125929.061,1143.750173,332.5456981,831.1988738,145.638606,10785.63278,2407.281389,12998.0375,379.8848944,456.0534632,112.7665292,13473.30162,4960.364429,43.39652215,465.8770217,767.1724552,901.0235675,850.4037462,6.959139207,25.51684376
Eastern Cape,Chris Hani,Dr AB Xuma,132799.0584,131769.8255,229.8203548,114.0965018,123.1592278,157.1164792,7161.593465,8995.973084,11514.54088,528.6531218,360.6163799,39.43512217,12634.01818,3868.041136,38.8870732,502.6913227,1029.527663,803.0546247,1640.964358,15.07813495,83.40081194
Eastern Cape,Chris Hani,Sakhisizwe,63981.07251,62046.03898,607.7217952,163.9329596,894.1522709,361.3916751,3494.574827,1551.163851,6976.87904,52.33971987,141.1715023,42.05827901,7855.446901,3081.861958,21.48922518,140.2647826,333.3948942,307.1597537,584.2554896,9.036707085,16.60765385
Eastern Cape,Chris Hani,Enoch Mgijima,297055.3085,269951.7002,13002.93692,1621.965683,10685.13784,1662.295339,12099.99811,4564.01095,21650.88181,732.5912695,980.0678636,2110.385172,39692.00106,10841.18003,114.1871895,1529.973693,1385.640749,2627.549186,712.0591718,19.08548431,19.03953492
Eastern Cape,Joe Gqabi,Joe Gqabi,393048.3708,360895.3786,16640.67505,1424.086257,12302.15125,3593.97152,13847.12126,24268.17877,45918.86885,1614.227976,1017.732778,2323.496324,44683.90646,7885.97621,313.6423464,2069.893256,3759.842224,3976.860997,5467.350394,38.6730682,46.28540283
Eastern Cape,Joe Gqabi,Elundini,141762.1596,138435.5347,1005.364727,349.3129279,1560.649708,733.1324365,8060.788326,11194.59627,19639.81679,636.7851449,508.4864425,457.7725832,17023.69431,3498.395754,182.1188967,863.6011356,1941.254417,1522.596595,4255.950698,20.06941426,19.71756109
Eastern Cape,Joe Gqabi,Senqu,147073.3551,141485.5282,2080.068126,619.8714075,2253.587025,1415.433244,4432.459171,12456.81669,24532.71355,649.5633517,304.6948618,1099.818519,24754.72413,3754.151141,88.71911368,683.1532285,902.4389561,1342.80804,710.260062,8.118995742,26.56784175
Eastern Cape,Joe Gqabi,Walter Sisulu,104212.8561,80974.31561,13555.24219,454.9019213,8487.914512,1445.40584,1353.873764,616.7658141,1746.338509,327.8794795,204.5514734,765.9052214,2905.488022,633.429315,42.80433598,523.1388916,916.148851,1111.456362,501.1396338,10.4846582,0.0
Eastern Cape,O.R.Tambo,O.R.Tambo,1501702.129,1480398.987,7546.767564,3552.582006,3555.709717,2676.413545,35016.51472,143768.4324,162830.2075,4511.670066,3917.231766,1892.38451,177258.0707,32067.01884,995.7011885,3693.941102,11747.55478,8102.103735,46807.44918,147.368806,560.9955777
Eastern Cape,O.R.Tambo,Ngquza Hill,354572.9909,351611.7238,1414.394612,542.6605406,424.9702084,1135.97038,4601.410612,45976.00686,36023.12017,1739.846207,995.9544888,169.9184536,41652.52271,8015.26256,356.1397147,625.3064532,3036.262874,1582.787933,16242.77343,38.8870732,35.4075036
Eastern Cape,O.R.Tambo,Port St Johns,179324.6428,177560.2193,771.8500157,270.2260903,542.3608009,421.7845272,6085.222876,17112.58412,17983.09466,597.402763,372.7483792,202.2638387,19237.60246,4606.023913,96.59511479,271.7968075,1854.939959,398.5486532,10780.46146,19.76441846,10.43870881
Eastern Cape,O.R.Tambo,Nyandeni,304856.1109,302644.0936,948.7460904,414.0458136,451.834831,431.1947349,8557.531249,32536.33462,36406.89559,832.0321345,552.5149787,299.9274292,38513.98605,6027.561965,160.9270437,864.1369448,2772.774417,1640.829755,10661.0635,28.2062192,228.7976411
Eastern Cape,O.R.Tambo,Mhlontlo,186390.8021,181754.7498,495.7830461,342.3559916,214.7852051,152.0791524,9559.71973,17030.53124,24539.91352,287.9889918,819.3201401,128.909621,25261.24821,5209.798803,90.86842823,428.7074715,1248.769507,880.1782456,4371.355244,17.39784802,96.33516041
Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,476557.5826,466828.2004,3915.9938,1983.29357,1921.758671,535.384751,6212.630255,31112.97561,47877.18354,1054.399969,1176.69378,1091.365167,52592.71123,8208.371603,291.1708871,1503.993425,2834.808023,3599.759148,4751.795545,43.11324708,190.0165638
Eastern Cape,Alfred Nzo,Alfred Nzo,936461.5001,927771.7558,3403.588634,1733.009696,2134.530664,1538.077833,38940.75859,78157.77602,118549.4201,2316.736003,3512.908783,2040.617793,130667.6113,13795.25946,934.4492909,1735.421138,8058.291913,6087.30023,41810.75101,166.471292,180.8009017
Eastern Cape,Alfred Nzo,Matatiele,225561.9381,221539.1486,1485.24642,512.8348763,1473.577727,401.2343023,11299.17045,14705.46163,32336.34776,847.8170483,658.8147102,767.7381397,35633.87684,2550.861759,427.3177555,781.6596602,1672.321665,2914.708207,8003.776581,23.19713069,49.74385379
Eastern Cape,Alfred Nzo,Umzimvubu,214476.5655,212699.1998,683.9716764,487.0237506,168.9731995,186.6672479,11961.05419,16105.24873,28143.86036,564.9306029,727.8216683,384.7413746,31115.32075,4530.171695,166.2909822,578.47545,2938.872365,1943.835984,6538.232453,33.08779053,47.54737742
Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,350000.1534,347869.0718,931.7307673,506.9841088,372.4261164,714.009123,8938.14255,33903.20793,41979.27654,546.7953768,1686.620244,725.2096279,44738.85598,3842.876816,180.1474252,206.660717,2690.4464,760.7674841,19224.43325,95.10823583,10.43870881
Eastern Cape,Alfred Nzo,Ntabankulu,146422.8432,145664.3355,302.6397704,226.16696,119.5536204,236.1671594,6742.391404,13443.85773,16089.93541,357.1929754,439.6521613,162.9286511,19179.55772,2871.349194,160.693128,168.6253104,756.6514816,467.988555,8044.30873,15.07813495,73.07096167
Northern Cape,John Taolo Gaetsewe,John Taolo Gaetsewe,272454.3299,244363.3115,17825.87398,1339.740381,8808.176318,5040.61825,30916.83618,6422.926311,33637.56177,3074.398819,385.3856003,1660.046262,40396.75274,3117.395754,213.4602072,453.3899556,3442.129077,470.2964864,6138.676914,25.44773663,18.20745316
Northern Cape,John Taolo Gaetsewe,Joe Morolong,125420.2765,122327.1272,1700.11832,566.2156832,787.3079806,1022.388309,17678.99432,2135.956734,16090.8847,2621.371622,196.6466485,343.1096363,19477.10473,2046.981453,29.43781297,79.85893341,993.7802655,103.4248441,5229.164386,7.347027951,12.06713912
Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,117453.8534,108372.7843,6115.723062,457.8384367,2454.647508,2457.136956,12971.6116,3987.987183,17061.64811,377.5364466,167.1897291,600.8642954,20535.40572,952.6942429,173.0056893,339.4878484,2074.416906,318.1213798,704.2288974,18.10070868,4.826855648
Northern Cape,John Taolo Gaetsewe,Gamagara,29580.19992,13663.40006,10010.0326,315.6862609,5566.220829,1561.092985,266.2302581,298.9823945,485.0289661,75.49075057,21.54922261,716.0723303,384.242283,117.7200578,11.0167049,34.0431737,373.9319052,48.75026242,205.2836302,0.0,1.313458392
Northern Cape,Namakwa,Namakwa,148935.1644,8791.603172,127288.2399,959.6034327,11185.75095,1043.656219,176.5774723,296.1200792,3811.65483,722.4249686,119.3247129,3798.479487,1049.569514,77.74288282,70.88774252,28.56850902,592.9405566,24.0123516,533.3241371,5.869615813,0.0
Northern Cape,Namakwa,Richtersveld,24234.51018,3537.823994,17729.96671,244.816991,2557.25338,74.70649654,16.7473835,20.68775867,244.0670472,22.53510541,7.716962552,216.1568454,59.19067753,4.556157421,9.64620319,3.858481276,34.72633149,1.929240638,28.93860957,1.929240638,0.0
Northern Cape,Namakwa,Nama Khoi,67089.04525,3246.42921,59646.11846,389.6193614,3503.260252,206.4494559,82.54425989,165.6256679,1251.772308,221.6952675,74.62460264,1447.339948,572.1825594,51.71939668,41.00577511,10.95966158,234.0932684,9.64620319,159.9206602,0.0,0.0
Northern Cape,Namakwa,Kamiesberg,15129.93163,656.0447951,13357.13074,92.26640008,876.6027741,106.1082351,7.716962552,49.95430215,1254.73645,27.49355612,5.787721914,1149.834928,34.72633149,0.0,3.858481276,0.0,44.37253468,0.0,67.52342233,0.0,0.0
Northern Cape,Namakwa,Hantam,22280.96027,320.5413234,19470.52371,68.10583199,2345.151007,480.0242798,48.10153767,26.10538004,198.7313161,257.7170112,9.030420944,322.2093975,84.51648753,10.34387934,6.567291958,9.194208742,169.1433241,3.24269903,165.4941166,0.0,0.0
Northern Cape,Namakwa,Karoo Hoogland,11691.2067,273.7596037,9800.955604,109.4607936,1501.90976,93.87132806,9.194208742,9.112314843,724.8652444,128.7189224,3.24269903,62.882215,79.87843621,4.556157421,7.183074205,4.556157421,76.01679892,6.567291958,90.13726563,3.940375175,0.0
Northern Cape,Namakwa,Khâi-Ma,8509.510422,757.0042453,7283.544693,55.33405469,401.5737722,82.49642335,12.27311997,24.63465565,137.4824649,64.26510591,18.92230583,600.0561532,219.0750218,6.567291958,2.626916783,0.0,34.588299,2.626916783,21.31006272,0.0,0.0
Northern Cape,Pixley ka Seme,Pixley ka Seme,216589.2769,64460.93459,128788.7771,1695.736658,21435.93614,7194.527299,2627.143162,758.9436746,3328.252468,1994.944511,613.4449995,2375.352113,5577.723012,2592.802403,148.1636307,307.8815113,2479.436555,587.5930548,2228.572937,23.39656935,1.313458392
Northern Cape,Pixley ka Seme,Ubuntu,15835.51704,3252.890538,11085.07222,134.9353695,1349.856081,186.5001634,90.83494178,8.496532597,49.25626769,89.15138284,79.34454786,68.69837763,461.8617705,80.49106244,7.101180306,7.798856451,133.686885,38.00839946,189.5808526,5.869615813,0.0
Northern Cape,Pixley ka Seme,Umsobomvu,29554.54546,18549.22541,9306.917806,162.483621,1523.393973,319.7034572,179.0395481,58.40795148,201.4502346,52.45644177,48.30949113,305.6680404,256.3157943,136.353991,7.88075035,67.60216022,192.6269468,164.1004051,107.4970127,0.0,0.0
Northern Cape,Pixley ka Seme,Emthanjeni,46586.78407,14884.35583,27904.62652,357.1506491,3421.2794,459.6285432,55.6172469,120.838172,49.62636824,63.7862039,30.12764911,251.5139554,416.2953996,25.94159224,57.24679501,47.2845021,208.4304148,80.12096189,212.082644,2.626916783,0.0
Northern Cape,Pixley ka Seme,Kareeberg,10961.00088,398.2914899,9470.913048,76.87302962,1009.779949,353.281348,214.1787678,5.869615813,278.6201228,95.02099865,16.7473835,92.84592821,176.8318315,146.986077,2.626916783,5.253833567,292.2236561,14.85806945,247.7718258,7.101180306,0.0
Northern Cape,Pixley ka Seme,Renosterberg,10843.15902,3123.873667,6141.631908,118.7267814,1453.700119,209.4556665,36.53115327,45.88914981,19.29240638,48.59796049,5.887409569,50.52720113,422.0784502,314.9843323,2.626916783,74.86712833,128.6370285,105.0766713,76.63258117,0.0,0.0
Northern Cape,Pixley ka Seme,Thembelihle,22541.66939,2743.746575,15171.67114,165.6476186,4432.976373,1642.328847,568.2637406,65.87923234,1105.220343,71.3787476,357.8306584,133.111292,937.6617895,1096.398696,30.20954301,47.2845021,445.059238,72.07642374,264.4996561,0.0,0.0
Northern Cape,Pixley ka Seme,Siyathemba,27101.61428,5347.868441,18762.00174,287.0046535,2688.619091,844.0002935,91.08062347,72.07642374,317.6104287,291.8759696,17.52695354,153.3397985,646.9685174,402.2489995,8.496532597,13.05269002,239.0525833,25.48959779,213.0716221,1.313458392,0.0
Northern Cape,Pixley ka Seme,Siyancuma,53164.98681,16160.68264,30945.94267,392.9149351,5556.331155,3179.628981,1391.59714,381.4865967,1307.176297,1282.676806,57.67090639,1319.64752,2259.709459,389.3976529,31.97499585,44.73783851,839.7198028,87.8625261,917.4367425,6.48539806,1.313458392
Northern Cape,Z F Mgcawu,Z F Mgcawu,283623.9882,70605.28857,187886.6636,2319.847018,21603.79401,13777.68864,3089.595612,2994.136817,5346.663087,5432.570037,1276.654114,11306.87713,8541.805479,1988.436666,235.5375236,342.0598259,3227.533385,333.5207214,2436.296234,27.33694453,1.313458392
Northern Cape,Z F Mgcawu,Kai !Garib,85104.13838,15897.40265,61458.3949,1005.271464,6134.305995,2309.686379,759.7088571,784.2041888,1453.1018,1006.189706,296.0352816,3771.113629,4480.690311,969.6657964,57.67090639,125.0810807,926.1328278,74.68212365,688.4488012,1.929240638,1.313458392
Northern Cape,Z F Mgcawu,!Kheis,21953.63853,985.2563192,19777.27388,126.9584141,1025.606063,984.2309376,302.6993784,264.5497946,1440.884515,358.7962337,677.5445768,501.3890795,1986.376936,151.5819617,7.183074205,8.496532597,198.7981801,11.73923163,398.0772694,3.858481276,0.0
Northern Cape,Z F Mgcawu,Tsantsabane,30969.17587,19467.49381,9796.934029,186.2321835,1503.200829,1537.756514,347.1150624,775.0270009,234.4740463,462.2320117,97.64085861,276.5149966,1346.871247,376.8132584,37.74537529,92.89361716,407.7221279,93.52907859,72.06616125,5.787721914,0.0
Northern Cape,Z F Mgcawu,Kgatelopele,19853.50952,9464.154838,7945.161943,133.7422626,2296.968657,478.157426,249.9862924,20.34390048,80.03906799,70.01045803,184.4999571,252.9930942,47.39099765,14.39409218,3.940375175,6.567291958,127.1369859,60.69189113,69.02293452,0.0,0.0
Northern Cape,Z F Mgcawu,Dawid Kruiper,125743.5259,24790.98096,88908.89882,867.6426942,10643.71246,8467.857386,1430.086022,1150.011932,2138.163657,3535.341627,20.93344037,6504.866328,680.4759876,475.9815573,128.9977925,109.0213034,1567.743263,92.87839638,1208.681068,15.7615007,0.0
Northern Cape,Francis Baard,Frances Baard,434342.6845,291162.3093,101814.9801,4509.540378,36116.34424,13452.15473,9558.164415,3511.804524,7177.857811,3868.368831,1527.123752,2495.584959,14433.16859,8458.143725,398.2604809,1408.792498,4874.275393,2955.877662,1988.422019,25.35800273,5.253833567
Northern Cape,Francis Baard,Sol Plaatje,270078.3861,167312.9452,75401.36043,3425.55436,23471.39535,8997.830644,4455.41899,1676.512206,2529.993167,3291.528512,679.1824074,1866.284926,3696.863813,4316.310782,346.0173621,1105.71788,2882.784769,1977.45689,744.0147019,15.06382456,3.940375175
Northern Cape,Francis Baard,Dikgatlong,56966.63559,37981.81765,15717.22074,385.7593802,2684.681144,1759.18974,990.0575872,950.0421275,1161.694632,359.5220664,45.43633501,237.7077953,5365.64557,1750.404417,27.68953665,220.6468071,1065.690086,500.568373,581.6559663,0.0,0.0
Northern Cape,Francis Baard,Magareng,26816.16587,19927.28493,3800.158292,298.3057222,2783.510155,646.34492,1481.741365,320.156272,645.0346177,78.93192235,48.1065971,137.6674494,794.7584417,267.2509918,7.183074205,11.73923163,210.5641203,44.82055276,192.9560932,2.626916783,1.313458392
Northern Cape,Francis Baard,Phokwane,80481.49695,65940.26154,6896.240666,399.9209149,7176.757588,2048.78943,2630.946473,565.0939188,2841.135395,138.3863303,754.3984122,253.9247888,4575.900764,2124.177535,17.3705079,70.68857956,715.2364178,433.031846,469.7952579,7.667261391,0.0
Free State,Xhariep,Xhariep,131900.7756,97821.2161,19747.03213,694.9782585,13324.85058,2938.93828,1788.812143,1251.6445,1485.732462,1048.927972,1326.691259,598.7682031,6624.786953,1927.516402,76.07145291,436.030809,1373.659658,1146.30155,649.557115,16.33184477,1.189100236
Free State,Xhariep,Letsemeng,43101.12595,28744.95551,9992.650856,250.3015376,3961.021929,1585.989347,599.5588386,432.9562716,874.9750995,472.8112642,546.7390164,161.1889319,1379.00046,1114.895565,30.46106209,172.538415,753.3087444,343.0878468,445.65148,6.97682215,0.0
Free State,Xhariep,Kopanong,51831.96427,35906.98707,9038.779782,346.6241251,6416.154573,663.4674741,588.4761203,565.3008547,133.2753833,61.65105503,290.5162834,233.4084877,3035.067812,212.5090057,20.50588457,64.95155312,241.1254503,257.4263106,69.23461627,2.378200471,0.0
Free State,Xhariep,Mohokare,36967.68539,33169.27353,715.6014931,98.05259586,2947.674075,689.4814589,600.7771841,253.3873735,477.4819796,514.4656525,489.4359592,204.1707835,2210.718682,600.1118316,25.10450625,198.5408409,379.2254633,545.7873927,134.6710187,6.97682215,1.189100236
Free State,Lejweleputswa,Lejweleputswa,679746.3779,606131.0675,12680.65845,2903.148799,57012.71559,20607.80633,9324.126164,3759.057576,14933.39541,5966.222061,3762.422433,5600.472706,29221.81554,16651.62119,282.7836935,2721.837073,5478.396104,6960.981312,773.5203389,56.91903204,23.62422545
Free State,Lejweleputswa,Masilonyana,63800.06197,56932.35097,492.3580954,173.1357592,6069.723318,1315.699728,319.7704515,487.6401199,466.1848499,854.1231882,74.28219778,616.2670523,2344.813912,247.3054621,24.94672699,262.3032938,708.5771876,796.1558806,107.2126899,3.118340874,1.189100236
Free State,Lejweleputswa,Tokologo,29455.41922,25345.1489,1377.808038,231.9652396,2431.605392,1124.986139,628.1942857,114.1439131,1828.267743,583.7448775,512.2277827,205.8986673,1728.402322,1859.846222,10.56191661,95.00504907,227.0803571,264.1425272,64.98757762,2.378200471,1.929240638
Free State,Lejweleputswa,Tswelopele,56895.96892,52108.06514,286.6003497,197.2294832,4192.420963,1983.552595,276.3043391,101.1491223,1614.177067,243.4280802,85.04436734,888.4699047,1685.38697,230.6994256,15.3005238,76.4880985,447.4799829,334.8742976,89.69174493,0.0,1.929240638
Free State,Lejweleputswa,Matjhabeng,439033.7849,386796.3463,10053.15079,2049.670209,39529.47452,13986.92722,6871.479646,2848.080635,9943.329755,3082.343477,2906.77695,3362.981032,19428.61239,12218.39933,136.8799284,1920.924217,3199.421035,4616.782019,287.5438769,16.93858387,5.496541345
Free State,Lejweleputswa,Nala,90561.14291,84949.15624,470.7411809,251.1481076,4789.491399,2196.640646,1228.377442,208.0437853,1081.435998,1202.582438,184.0911349,526.8560497,4034.599944,2095.370754,95.09459773,367.1164142,895.8375411,949.0265881,224.0844495,34.48390683,13.08010259
Free State,Thabo Mofutsanyane,Thabo Mofutsanyane,831420.949,777685.4106,6283.186005,4562.820679,41283.16202,25081.90054,9109.843023,11571.88199,62385.01735,11389.66193,6633.576471,5371.636844,77256.31905,19024.44404,331.5460894,1490.328948,10830.98852,4756.830395,9491.390385,1062.484651,87.83245163
Free State,Thabo Mofutsanyane,Setsoto,127918.4925,117033.2576,1138.573184,1490.221859,8107.444734,5451.908387,1092.837759,1291.686134,1679.974785,5230.258466,392.1844562,1972.273677,4650.888907,1539.407042,57.50139318,395.8244195,2044.940354,1529.05859,1057.517725,10.54412286,8.165922385
Free State,Thabo Mofutsanyane,Dihlabeng,130434.2678,114570.3074,1715.308997,705.5081181,12688.59978,5283.050464,1629.346035,778.9631404,2546.945694,594.8977607,1073.842989,1773.723594,2993.561478,925.3905193,53.03617281,297.1221426,1958.445342,672.2741176,2110.548201,47.9885913,8.165922385
Free State,Thabo Mofutsanyane,Nketoana,66487.59305,60121.66768,166.4401877,192.2669473,5914.077099,2790.106531,1397.065579,911.2933346,1648.040012,1646.685775,714.1141296,731.7887631,4079.789273,1778.050052,54.57997205,147.5053634,1306.475738,202.376274,1441.723136,111.1443051,5.047581512
Free State,Thabo Mofutsanyane,Maluti-a-Phofung,398459.3814,390083.2289,931.5330346,1099.712697,5881.408091,8806.184541,3520.057181,6713.007229,53555.99041,3226.735987,3978.771466,444.896417,60809.95095,12683.23244,108.8364463,438.5393286,2950.886983,1701.105534,2362.096675,193.7629611,19.66011849
Free State,Thabo Mofutsanyane,Phumelela,52224.36272,47610.0338,122.4545672,369.2613859,4077.827629,1764.788545,787.3249247,1216.560435,2264.790247,293.4256609,398.9572141,165.1010741,2417.514083,1100.483241,31.341188,90.82548279,1969.05866,239.7054369,2092.352124,697.8555705,43.67456599
Free State,Thabo Mofutsanyane,Mantsopa,55896.85154,48266.91527,2208.876034,705.8496705,4613.804687,985.8620708,683.211545,660.3717185,689.2762068,397.6582814,75.70621714,283.8533184,2304.614358,997.880739,26.25091711,120.5122115,601.1814479,412.3104424,427.1525238,1.189100236,3.118340874
Free State,Fezile Dabi,Fezile Dabi,509912.4828,436882.1255,9046.643446,1559.263384,61424.35136,13790.33498,5768.647107,2517.478768,9666.724196,4097.755549,2142.412179,7536.315843,8506.189907,4166.601419,273.3166163,1201.859962,4903.291135,3814.045226,1604.525949,447.4134906,58.74349063
Free State,Fezile Dabi,Moqhaka,155409.7247,133145.0852,4519.148143,473.3998013,16866.51315,3357.490665,902.4018673,618.2763897,2159.784482,582.9408909,95.06609452,2239.573297,1736.595081,644.6943999,48.14637056,117.7190758,723.4447904,778.9142765,276.1936374,11.97622849,22.0391626
Free State,Fezile Dabi,Ngwathe,134961.7978,112591.987,3316.69595,457.3880785,18349.51532,2717.806742,1409.421825,575.7431416,1899.749253,1545.441909,99.07114551,1264.600817,1552.511308,986.3851657,62.41557339,164.6359029,1136.529583,839.7278188,432.8277754,62.57335265,22.14394464
Free State,Fezile Dabi,Metsimaholo,158391.2549,134711.5156,901.4468403,556.6569274,21936.3233,5363.762791,3072.794462,806.912688,5464.248054,1514.194042,1154.645612,3616.035123,2809.779788,1921.572161,135.5330489,896.9063940999999,2733.55852,2145.154552,251.5704295,42.94100978,8.614882218
Free State,Fezile Dabi,Mafube,61149.70542,56433.53768,309.3525119,71.81857699,4271.999593,2351.274783,384.0289531,516.5465491,142.9424071,455.1787074,793.6293277,416.1066062,2407.30373,613.9496917,27.22162349,22.5985896,309.758242,50.24857805,643.9341071,329.9228996,5.945501178
KwaZulu-Natal,Ugu,Ugu,773401.6639,675266.7727,7533.666824,41925.51571,47509.47099,5626.936386,47729.39394,29347.28807,80380.54343,3279.229622,1852.680188,2550.941977,101622.3909,6138.212539,345.7864605,689.5272088,5401.075508,1601.316965,14154.86974,89.74239518,24.35698723
